Rank,CCA3,Country/Territory,Capital,Continent,2022 Population,2020 Population,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage
160,MOT,Bradale,Dornia,Oceania,516349,507600,488962,468644,443198,385439,352168,302825,13072056.278178195,0.03950021243880092,0.9874601377182628,0.0016970485951785113
161,BTC,Tolcove,Quendale,Americas,485825,485948,453569,443269,406473,369760,328185,297224,15022693.01194818,0.032339408095046804,0.9842455522259175,0.001596727472605932
162,OFA,Morport,Silburg,Europe,479185,475376,454019,440144,392366,361154,324291,279220,12069434.556506041,0.039702357037239566,0.9918149615839906,0.0015749042432165357
163,ZIB,Mormark,Fenreth,Oceania,453277,441845,434657,405527,386721,344506,309061,269875,9601143.433932872,0.04721073100501803,1.000259159550596,0.0014897542090267053
164,FXR,Silland,Tagora,Asia,444541,431140,412663,400603,379272,337524,302786,262013,852330.2882938437,0.5215595481064765,0.957418769642131,0.0014610422012035478
165,MNP,Ordthia,Zarmoor,Asia,428884,428077,415547,396410,355993,320871,294142,259866,9933490.462002221,0.043175558645833036,0.9684349523285765,0.0014095834206990635
166,NEK,Nirhaven,Kareth,Americas,428541,429989,410743,393806,358004,313191,295618,259043,12582565.859751262,0.03405831567079686,1.0448620829018773,0.0014084561062893402
167,UXC,Tolgale,Varlyn,Americas,401087,383921,378600,369126,339337,291490,273806,234175,6938414.076019682,0.05780672580297905,1.0109035881482549,0.0013182249406784243
168,CTG,Tolmoor,Zarstan,Europe,339547,324055,326645,313350,277016,257535,232113,201269,10858456.989908736,0.03127028088019842,1.0499384015666176,0.0011159656731146532
169,HVZ,Ashstan,Kurburg,Europe,333221,330800,324257,293111,279331,248943,224669,200104,11224451.092509612,0.02968706418279711,1.0488650434746185,0.0010951744458379483
170,JDN,Kafield,Quenthia,Asia,317248,302681,301041,290195,270923,238538,214446,192767,2606674.255807414,0.12170603952266096,1.031862551987191,0.0010426770899589085
171,HTO,Casgora,Luscove,Asia,292800,288664,278344,261491,240692,209244,198042,186695,875983.148193074,0.33425300544190883,1.0388188349608194,0.0009623255369299991
172,WRP,Varthia,Caswick,Asia,289841,291742,270515,260891,246791,212286,199221,176129,10889266.973556401,0.02661712681889907,1.0037810924837944,0.000952600396001803
173,PHS,Kastan,Fenwick,Africa,276712,272977,265273,253555,235941,200043,186260,176882,246086.52075270255,1.1244500477052688,0.9562131816374275,0.0009094502184937635
174,YWX,Miralyn,Ordlyn,Americas,211453,213806,203834,191110,175584,155701,143528,122601,15912380.370190315,0.013288583799575863,0.9794483267207648,0.0006949679704933713
175,DCY,Bolyn,Tolland,Europe,196243,187907,184766,179410,168448,139483,127218,121287,11484156.109001057,0.017088151548740143,1.0039563565329268,0.0006449783140155528
176,XHV,Morthia,Kador,Africa,159764,156035,155438,147213,135663,121953,107672,97623,8818323.924234975,0.018117275048258125,0.9717097887474042,0.0005250853042420915
177,CMN,Braburg,Tirdale,Africa,157301,154036,149278,142069,128990,124882,108106,97203,14625516.912235286,0.01075524379370185,1.0013613529430978,0.0005169903322562356
178,NSI,Rengale,Ordstan,Africa,152478,150635,144312,139813,127422,113554,104862,88553,13392182.424484912,0.011385597594700073,0.9516304141883813,0.0005011389112705342
179,BEJ,Quennia,Taland,Asia,151377,144363,141651,139212,123618,114396,103585,88705,14081594.81519632,0.010749989755183107,0.954015305265177,0.0004975203306142504
180,YPW,Velcove,Kaova,Asia,117824,114455,112243,108650,99175,88971,79672,71442,10479478.977467665,0.011243307062625723,1.0137156514258836,0.0003872440029482248
181,IXR,Fengale,Quenfield,Americas,114611,111353,109754,99958,95018,87084,80226,69432,5141977.399976858,0.022289285052189422,1.0346071767662193,0.0003766840577632655
182,GOA,Tastan,Silnia,Asia,114235,111112,107990,104723,94110,87558,76536,66553,15492812.87150051,0.007373418948997872,1.0187558422593253,0.00037544828453278163
183,BMF,Kamark,Kamark,Africa,100884,96299,95845,92217,84580,74761,70749,61949,5872440.915495991,0.01717922776094534,0.9739441439289617,0.00033156847495780753
184,SEY,Lusmark,Ashvia,Asia,99721,100252,96153,89817,83049,72924,67824,61049,3255381.5703284857,0.030632660978644543,0.970022819838058,0.000327746123183731
185,JKI,Fengora,Fengora,Americas,92935,89633,88126,83543,76877,69532,64155,55170,1968110.7222468522,0.04722041242369876,1.037305120505943,0.00030544304567824273
186,LLF,Tamoor,Quenport,Asia,92274,89787,87079,84198,77580,71810,60694,55093,6701806.865488417,0.013768525690463211,1.0365082385974822,0.00030327058263209954
187,QKO,Zarport,Ashstan,Asia,91669,90034,84439,85341,76358,70785,62819,56606,14519400.961621618,0.006313552483487709,1.0487045919912916,0.0003012821709181561
188,HOE,Brafield,Zarreth,Asia,79171,78510,75327,73639,66300,59676,55084,48139,9344414.495297853,0.008472547963260744,1.0431033965811949,0.00026020585752829567
189,IJN,Miravia,Orddale,Oceania,76508,75188,72071,68778,63979,58088,51962,42842,16942303.9503098,0.004515796684110428,1.0407093490424897,0.0002514535593560122
190,WVW,Fenvia,Zarova,Africa,72091,69340,69465,65242,61713,53523,50227,43694,9245712.287458006,0.007797235925002002,1.015807061689838,0.00023693651052875876
191,EZE,Ashburg,Rendale,Europe,70479,68711,67957,64381,58172,51611,48000,43175,698595.5825364126,0.10088669576768537,0.9678401565478298,0.00023163846146615237
192,PAM,Pelwick,Vellyn,Oceania,65129,62737,62680,58106,53227,49384,44499,37770,14029779.090282548,0.004642197113788508,0.989107868510232,0.00021405498597921422
193,GWR,Tirgale,Veldor,Europe,60021,57769,57587,54972,49708,44521,40850,37022,9842056.144873044,0.006098420809280421,0.9519818045624336,0.00019726687517785342
194,SDF,Silnia,Lusova,Africa,57285,55722,54231,52495,47509,42593,38604,34192,2622604.0361814597,0.021842794112148012,1.0116387915235074,0.00018827465294752392
195,IHV,Ashgora,Bogora,Americas,57162,56535,53550,51409,47061,42938,39590,33399,16840709.067010444,0.0033942751325106396,1.0511257532963316,0.00018787039734287096
196,HKN,Quenvia,Lusthia,Americas,53283,51470,49942,47836,44197,39251,37175,31310,2638557.334686861,0.020193989836617868,0.9944311387231299,0.00017512155595710775
197,DWJ,Silburg,Casdale,Africa,48636,47183,47132,43641,40675,36696,32695,29264,5053569.134640824,0.009624089174245905,1.0438838377930324,0.00015984858201546258
198,YWA,Kagora,Ordfield,Asia,43978,43727,42972,40628,36498,33594,28585,26600,12970927.312154826,0.003390505469781563,1.0489039871720076,0.0001445394551335639
199,JKE,Miraport,Renburg,Europe,43434,41213,40210,40015,35639,32110,30627,27505,5391450.710686266,0.008056087745346628,1.0072018641640985,0.00014275152790648083
200,YUN,Mordor,Tolmark,Africa,42798,41979,41180,39102,35299,32458,29340,26034,2309238.908104714,0.018533379049604726,0.9686575923188102,0.00014066123063364108
201,WHR,Fenwick,Dorfield,Oceania,42628,41894,40118,38325,35491,31427,28843,24748,11774417.933930717,0.0036203912787193945,1.0349081353352867,0.0001401025033751776
202,ANG,Velhaven,Tolburg,Asia,40802,39872,38297,37081,33181,29877,27554,25528,16860644.11510299,0.002419954998246564,0.9931872827823356,0.00013410111529309367
203,KHN,Boland,Kurland,Americas,37306,36309,35830,34616,31347,28411,25663,21978,5529147.137759666,0.006747152692904439,1.0396075955572763,0.0001226110535543393
204,BEN,Tirova,Varnia,Asia,33595,32377,32513,30678,28614,25239,23919,19866,569618.0479819421,0.05897811721208845,1.0582012004358956,0.00011041436616517529
205,JYE,Fenreth,Velhaven,Asia,33082,32418,31590,30897,27895,24917,22053,20444,14692238.81776072,0.0022516650056088666,1.017625091323557,0.0001087283244969885
206,IXF,Nalreth,Ashwick,Africa,32304,32708,31193,30019,27364,23627,21580,19887,6915254.948811827,0.0046714112840554696,0.9822723028316109,0.00010617132563178516
207,WWU,Tirvia,Pelgale,Asia,31349,31117,29178,28459,25569,23240,21997,18743,13436687.317270165,0.002333089939490305,1.0206195525014639,0.00010303259309159339
208,UOD,Dornia,Morcove,Oceania,29699,28657,28327,26309,23638,21501,20109,17342,2571351.8779496592,0.011549955591329392,1.0488187586324187,9.760965205356574e-05
209,GJP,Silhaven,Silhaven,Asia,26812,26130,25687,24169,22579,20228,18319,16074,12743949.493989712,0.0021039003656319454,0.966421314245653,8.81211485524834e-05
210,DRI,Zarhaven,Mirareth,Africa,25923,25016,24787,22720,21357,19492,17425,15764,7158295.11450741,0.0036213930251999486,0.9656737716224872,8.519933365381273e-05
211,LCO,Morwick,Pelnia,Europe,25063,24684,24448,22544,20927,18541,16990,14505,1398098.410379661,0.01792649202225615,0.9744429710214266,8.237283105217408e-05
212,ONE,Renmark,Lusdale,Asia,22749,22217,21308,21040,18637,16848,15429,14094,16143214.675122786,0.001409198877535646,1.008976506952503,7.47675670752068e-05
213,JYQ,Tircove,Mirastan,Africa,22041,21252,21210,20569,18595,16023,15198,13386,10439523.987374943,0.0021113031615862298,1.0088620585449748,7.244063237525312e-05
214,VXG,Ordland,Fenport,Europe,21589,20645,20122,19125,17758,16831,15017,12744,16660694.544486657,0.0012958043221039793,0.980118135148547,7.095507519392676e-05
215,NOJ,Velburg,Kurreth,Asia,21025,20377,20438,19147,17646,15916,13388,13167,16572216.433334457,0.0012686896821905438,1.0468699234334662,6.910141534820093e-05
216,LXW,Dorhaven,Velstan,Americas,19788,19454,18628,18226,16248,14679,13269,11404,4983399.8047168385,0.0039707831551605505,1.0308686845330932,6.503585288514626e-05
217,QFW,Quenland,Quenland,Americas,17338,17377,16790,15641,14675,12804,11857,10269,10164622.842844166,0.0017057199532204827,0.9632250891810881,5.6983607101408214e-05
218,NNO,Renstan,Zarlyn,Americas,16687,16619,16068,15489,13762,12400,11172,10297,14595829.696140518,0.0011432717664835756,1.024241806943489,5.48440103645864e-05
219,DDG,Varland,Zarthia,Africa,16325,15953,15126,14747,12977,12320,11312,10131,6085824.116338972,0.0026824633259070543,0.9856456798711376,5.365424996715245e-05
220,XDP,Fenburg,Casmark,Americas,12771,12478,12406,11703,10619,9802,9072,7570,1723535.0149229148,0.007409771132831429,1.0099747357059492,4.197356363433408e-05
221,FEW,Velova,Varova,Americas,12365,12342,11605,11100,10307,9519,8678,7254,8539937.134302346,0.001447902930143775,1.052481834489843,4.0639191475886065e-05
222,JPA,Kador,Ordland,Africa,11701,11553,11192,10478,9353,8912,7806,7041,5461972.579654546,0.002142266338645745,0.9735403761690431,3.845686853694645e-05
223,IPU,Quenova,Casthia,Asia,11504,11179,11098,10694,9907,8534,7739,7038,805874.7412983897,0.014275171326830847,1.0251132861865442,3.7809402243315265e-05
224,HZN,Ashmark,Pelburg,Africa,9858,9586,9544,9094,8453,7374,6587,5938,46230.876795743854,0.2132341128539348,0.9898115598303364,3.2399607729016165e-05
225,EEM,Braland,Casfield,Africa,8344,8263,7725,7665,7089,6306,5691,5029,12872970.85093961,0.000648179825513313,1.0177032236569046,2.7423648497759265e-05
226,GYU,Nirdor,Pelland,Europe,7500,7431,6971,6831,6469,5620,5215,4384,4382620.365349525,0.0017113049670689094,1.0388082547519024,2.4649731991034813e-05
227,CDF,Pelland,Casreth,Asia,7395,7321,7030,6766,6164,5564,5212,4465,6084262.322817439,0.0012154308291848267,1.0130534251207688,2.4304635743160328e-05
228,ODH,Nirstan,Kurcove,Africa,7278,6888,6734,6613,6015,5396,4807,4458,97588.92453275684,0.07457813511980098,0.9849989105956072,2.3920099924100185e-05
229,HTC,Vardale,Ordova,Europe,6792,6640,6205,6178,5775,5086,4539,3979,7645264.461125127,0.0008883930745020225,0.9559200263079163,2.232279729108113e-05
230,TLS,Ashmoor,Talyn,Oceania,6030,5911,5749,5355,4969,4524,4124,3739,4499896.30981817,0.0013400308773434066,1.022457535246926,1.9818384520791993e-05
231,NEP,Ashreth,Tahaven,Africa,5850,5764,5626,5234,4812,4297,3918,3707,9079378.52808578,0.000644317227429592,1.0315161529317796,1.9226790953007157e-05
232,KRB,Rendale,Tirnia,Asia,5628,5534,5516,5154,4614,4242,3968,3411,2309694.1701550824,0.002436686238690256,0.992328981663564,1.8497158886072524e-05
233,VTP,Mirania,Tirfield,Asia,5231,5035,5102,4736,4469,3773,3524,3054,5706685.646498739,0.0009166441475901884,0.9627684762162313,1.719236640601375e-05
234,BYZ,Pelstan,Varhaven,Americas,5167,5098,4746,4724,4297,3788,3553,3080,13419090.706174998,0.0003850484442751644,1.0112524962150422,1.698202202635692e-05
